"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"CRT Capital"||"9/2/2014 7:55:00 PM"|"Zulily Inc (NASDAQ: ZU) rated to Buy with price target $41 by CRT Capital"|"CRT Capital rated Zulily Inc (NASDAQ: ZU) to Buy with price target $41
Rated Date: 9/2/2014 10:25:00 AM	


View article... <http://www.gainerstoday.com/article-143467> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>CRT Capital rated Zulily Inc (NASDAQ: ZU) to Buy with price target $41<br />Rated Date: 9/2/2014 10:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143467"">View article...</A></p></body></html>"
|"UBS"||"9/3/2014 1:55:00 AM"|"Hoegh Lng Partners LP (NYSE: HMLP) rated to Neutral with price target $26 by UBS"|"UBS rated Hoegh Lng Partners LP (NYSE: HMLP) to Neutral with price target $26. 
Rated Date: 9/2/2014 4:25:00 PM	


View article... <http://www.gainerstoday.com/article-143472> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>UBS rated Hoegh Lng Partners LP (NYSE: HMLP) to Neutral with price target $26. <br />Rated Date: 9/2/2014 4:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143472"">View article...</A></p></body></html>"
|"Brean Capital"||"9/2/2014 11:55:00 PM"|"Regeneron Pharmaceuticals, Inc. (NASDAQ: REGN) rated to Buy with price target $390 by Brean Capital"|"Brean Capital rated Regeneron Pharmaceuticals, Inc. (NASDAQ: REGN) to Buy with price target $390
Rated Date: 9/2/2014 2:25:00 PM	


View article... <http://www.gainerstoday.com/article-143471> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Brean Capital rated Regeneron Pharmaceuticals, Inc. (NASDAQ: REGN) to Buy with price target $390<br />Rated Date: 9/2/2014 2:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143471"">View article...</A></p></body></html>"
|"Barclays"||"9/2/2014 10:55:00 PM"|"Flowserve Corporation (NYSE: FLS) rated to Overweight with price target $85 by Barclays"|"Barclays rated Flowserve Corporation (NYSE: FLS) to Overweight with price target $85
Rated Date: 9/2/2014 1:25:00 PM	


View article... <http://www.gainerstoday.com/article-143469> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays rated Flowserve Corporation (NYSE: FLS) to Overweight with price target $85<br />Rated Date: 9/2/2014 1:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143469"">View article...</A></p></body></html>"
|"Topeka Capital Markets"||"9/3/2014 5:55:00 PM"|"Athlon Energy Inc. (NYSE: ATHL) rated to Buy with price target $64 by Topeka Capital Markets"|"Topeka Capital Markets rated Athlon Energy Inc. (NYSE: ATHL) to Buy with price target $64
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143493> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Topeka Capital Markets rated Athlon Energy Inc. (NYSE: ATHL) to Buy with price target $64<br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143493"">View article...</A></p></body></html>"
|"Maxim Group"||"9/3/2014 5:55:00 PM"|"Orchid Island Capital Inc. Com (AMEX: ORC) rated to Buy with price target $14.50 by Maxim Group"|"Maxim Group rated Orchid Island Capital Inc. Com (AMEX: ORC) to Buy with price target $14.50. 
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143492> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Maxim Group rated Orchid Island Capital Inc. Com (AMEX: ORC) to Buy with price target $14.50. <br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143492"">View article...</A></p></body></html>"
|"Oppenheimer"||"9/3/2014 5:55:00 PM"|"Apple Computer Inc (NASDAQ: AAPL) rated to Perform  by Oppenheimer"|"Oppenheimer rated Apple Computer Inc (NASDAQ: AAPL) to Perform. Previously, Oppenheimer rated Apple Computer Inc (NASDAQ: AAPL) to Outperform with price target $540 on 09/11/2013, when the stock price was valued at $65.68.
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143488> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Oppenheimer rated Apple Computer Inc (NASDAQ: AAPL) to Perform. Previously, Oppenheimer rated Apple Computer Inc (NASDAQ: AAPL) to Outperform with price target $540  on 09/11/2013, when the stock price was valued at $65.68.<br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143488"">View article...</A></p></body></html>"
|"Noble Financial"||"9/3/2014 5:55:00 PM"|"Primo Water Corporation (NASDAQ: PRMW) rated to Buy with price target $6.50 by Noble Financial"|"Noble Financial rated Primo Water Corporation (NASDAQ: PRMW) to Buy with price target $6.50
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143487> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Noble Financial rated Primo Water Corporation (NASDAQ: PRMW) to Buy with price target $6.50<br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143487"">View article...</A></p></body></html>"
|"Imperial Capital"||"9/3/2014 5:55:00 PM"|"Ambarella Inc. (NASDAQ: AMBA) rated to Outperform with price target $39 by Imperial Capital"|"Imperial Capital rated Ambarella Inc. (NASDAQ: AMBA) to Outperform with price target $39. 
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143486> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Imperial Capital rated Ambarella Inc. (NASDAQ: AMBA) to Outperform with price target $39. <br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143486"">View article...</A></p></body></html>"
|"RBC Capital Mkts"||"9/3/2014 5:55:00 PM"|"Advanced Drainage Systems Inc (NYSE: WMS) rated to Outperform with price target $21 by RBC Capital Mkts"|"RBC Capital Mkts rated Advanced Drainage Systems Inc (NYSE: WMS) to Outperform with price target $21
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143485> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>RBC Capital Mkts rated Advanced Drainage Systems Inc (NYSE: WMS) to Outperform with price target $21<br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143485"">View article...</A></p></body></html>"
|"RBC Capital Mkts"||"9/3/2014 5:55:00 PM"|"Hersha Hospitality Trust (NYSE: HT) rated to Sector Perform with price target $7 by RBC Capital Mkts"|"RBC Capital Mkts rated Hersha Hospitality Trust (NYSE: HT) to Sector Perform with price target $7. 
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143484> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>RBC Capital Mkts rated Hersha Hospitality Trust (NYSE: HT) to Sector Perform with price target $7. <br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143484"">View article...</A></p></body></html>"
|"Boenning & Scattergood"||"9/3/2014 5:55:00 PM"|"United Community Financial Corp. (NASDAQ: UCFC) rated to Outperform with price target $6 by Boenning & Scattergood"|"Boenning & Scattergood rated United Community Financial Corp. (NASDAQ: UCFC) to Outperform with price target $6
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143483> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Boenning & Scattergood rated United Community Financial Corp. (NASDAQ: UCFC) to Outperform with price target $6<br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143483"">View article...</A></p></body></html>"
|"Deutsche Bank"||"9/3/2014 5:55:00 PM"|"Randgold Resources (NASDAQ: GOLD) rated to Hold  by Deutsche Bank"|"Deutsche Bank rated Randgold Resources (NASDAQ: GOLD) to Hold
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143481> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Deutsche Bank rated Randgold Resources (NASDAQ: GOLD) to Hold<br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143481"">View article...</A></p></body></html>"
|"Maxim Group"||"9/3/2014 5:55:00 PM"|"Chico's Fas, Inc. (NYSE: CHS) rated to Hold with price target $14.50 by Maxim Group"|"Maxim Group rated Chico's Fas, Inc. (NYSE: CHS) to Hold with price target $14.50
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143479> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Maxim Group rated Chico's Fas, Inc. (NYSE: CHS) to Hold with price target $14.50<br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143479"">View article...</A></p></body></html>"
|"Stifel"||"9/3/2014 5:55:00 PM"|"CINEMARK HOLDINGS INC. (NYSE: CNK) rated to Buy with price target $42 by Stifel"|"Stifel rated CINEMARK HOLDINGS INC. (NYSE: CNK) to Buy with price target $42. 
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143478> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel rated CINEMARK HOLDINGS INC. (NYSE: CNK) to Buy with price target $42. <br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143478"">View article...</A></p></body></html>"
|"Stifel"||"9/3/2014 5:55:00 PM"|"Corenergy Infrastructure Trust Inc. (NYSE: CORR) rated to Buy with price target $8.50 by Stifel"|"Stifel rated Corenergy Infrastructure Trust Inc. (NYSE: CORR) to Buy with price target $8.50
Rated Date: 9/3/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143477> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Stifel rated Corenergy Infrastructure Trust Inc. (NYSE: CORR) to Buy with price target $8.50<br />Rated Date: 9/3/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143477"">View article...</A></p></body></html>"
|"CRT Capital"||"9/3/2014 6:55:00 PM"|"Century Aluminum Company (NASDAQ: CENX) rated to Buy with price target $34 by CRT Capital"|"CRT Capital rated Century Aluminum Company (NASDAQ: CENX) to Buy with price target $34. 
Rated Date: 9/3/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143498> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>CRT Capital rated Century Aluminum Company (NASDAQ: CENX) to Buy with price target $34. <br />Rated Date: 9/3/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143498"">View article...</A></p></body></html>"
|"Wunderlich"||"9/3/2014 6:55:00 PM"|"Nextest Systems Corporation (NASDAQ: GSVC) rated to Buy with price target $20 by Wunderlich"|"Wunderlich rated Nextest Systems Corporation (NASDAQ: GSVC) to Buy with price target $20. 
Rated Date: 9/3/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143496> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Wunderlich rated Nextest Systems Corporation (NASDAQ: GSVC) to Buy with price target $20. <br />Rated Date: 9/3/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143496"">View article...</A></p></body></html>"
|"Summer Street Research"||"9/3/2014 6:55:00 PM"|"Medical Transcription Billing (NASDAQ: MTBC) rated to Buy with price target $9 by Summer Street Research"|"Summer Street Research rated Medical Transcription Billing (NASDAQ: MTBC) to Buy with price target $9
Rated Date: 9/3/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143495> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Summer Street Research rated Medical Transcription Billing (NASDAQ: MTBC) to Buy with price target $9<br />Rated Date: 9/3/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143495"">View article...</A></p></body></html>"
|"Topeka Capital Markets"||"9/4/2014 12:55:00 AM"|"DISCOVERY COMM INC (NASDAQ: DISCK) rated to Buy with price target $48 by Topeka Capital Markets"|"Topeka Capital Markets rated DISCOVERY COMM INC (NASDAQ: DISCK) to Buy with price target $48
Rated Date: 9/3/2014 3:25:00 PM	


View article... <http://www.gainerstoday.com/article-143509> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Topeka Capital Markets rated DISCOVERY COMM INC (NASDAQ: DISCK) to Buy with price target $48<br />Rated Date: 9/3/2014 3:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143509"">View article...</A></p></body></html>"
|"Wunderlich"||"9/3/2014 11:55:00 PM"|"G-iii Apparel Group, Ltd. (NASDAQ: GIII) rated to Buy with price target $100 by Wunderlich"|"Wunderlich rated G-iii Apparel Group, Ltd. (NASDAQ: GIII) to Buy with price target $100
Rated Date: 9/3/2014 2:25:00 PM	


View article... <http://www.gainerstoday.com/article-143507> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Wunderlich rated G-iii Apparel Group, Ltd. (NASDAQ: GIII) to Buy with price target $100<br />Rated Date: 9/3/2014 2:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143507"">View article...</A></p></body></html>"
|"Barclays"||"9/3/2014 10:55:00 PM"|"Advanced Drainage Systems Inc (NYSE: WMS) rated to Overweight with price target $22 by Barclays"|"Barclays rated Advanced Drainage Systems Inc (NYSE: WMS) to Overweight with price target $22. 
Rated Date: 9/3/2014 1:25:00 PM	


View article... <http://www.gainerstoday.com/article-143506> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays rated Advanced Drainage Systems Inc (NYSE: WMS) to Overweight with price target $22. <br />Rated Date: 9/3/2014 1:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143506"">View article...</A></p></body></html>"
|"Barclays"||"9/3/2014 10:55:00 PM"|"Prada Spa (OTCBB: PRDSF) rated to Underweight  by Barclays"|"Barclays rated Prada Spa (OTCBB: PRDSF) to Underweight
Rated Date: 9/3/2014 1:25:00 PM	


View article... <http://www.gainerstoday.com/article-143505> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays rated Prada Spa (OTCBB: PRDSF) to Underweight<br />Rated Date: 9/3/2014 1:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143505"">View article...</A></p></body></html>"
|"Barclays"||"9/3/2014 10:55:00 PM"|"Hugo Boss (OTCBB: BOSSY) rated to Equal Weight  by Barclays"|"Barclays rated Hugo Boss (OTCBB: BOSSY) to Equal Weight. 
Rated Date: 9/3/2014 1:25:00 PM	


View article... <http://www.gainerstoday.com/article-143504> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays rated Hugo Boss (OTCBB: BOSSY) to Equal Weight. <br />Rated Date: 9/3/2014 1:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143504"">View article...</A></p></body></html>"
|"B. Riley & Co"||"9/4/2014 6:55:00 PM"|"CTPartners Executive Search Inc (AMEX: CTP) rated to Buy with price target $22 by B. Riley & Co"|"B. Riley & Co rated CTPartners Executive Search Inc (AMEX: CTP) to Buy with price target $22. 
Rated Date: 9/4/2014 9:25:00 AM	


View article... <http://www.gainerstoday.com/article-143520> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>B. Riley & Co rated CTPartners Executive Search Inc (AMEX: CTP) to Buy with price target $22. <br />Rated Date: 9/4/2014 9:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143520"">View article...</A></p></body></html>"
|"Wunderlich"||"9/4/2014 5:55:00 PM"|"Skechers U.s.a., Inc. (NYSE: SKX) rated to Buy with price target $70 by Wunderlich"|"Wunderlich rated Skechers U.s.a., Inc. (NYSE: SKX) to Buy with price target $70
Rated Date: 9/4/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143515> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Wunderlich rated Skechers U.s.a., Inc. (NYSE: SKX) to Buy with price target $70<br />Rated Date: 9/4/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143515"">View article...</A></p></body></html>"
|"Oppenheimer"||"9/4/2014 5:55:00 PM"|"The Whitewave Foods Company (NYSE: WWAV) rated to Outperform with price target $43 by Oppenheimer"|"Oppenheimer rated The Whitewave Foods Company (NYSE: WWAV) to Outperform with price target $43. 
Rated Date: 9/4/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143514> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Oppenheimer rated The Whitewave Foods Company (NYSE: WWAV) to Outperform with price target $43. <br />Rated Date: 9/4/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143514"">View article...</A></p></body></html>"
|"Oppenheimer"||"9/4/2014 5:55:00 PM"|"Boulder Brands Inc (NASDAQ: BDBD) rated to Outperform with price target $16 by Oppenheimer"|"Oppenheimer rated Boulder Brands Inc (NASDAQ: BDBD) to Outperform with price target $16
Rated Date: 9/4/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143513> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Oppenheimer rated Boulder Brands Inc (NASDAQ: BDBD) to Outperform with price target $16<br />Rated Date: 9/4/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143513"">View article...</A></p></body></html>"
|"Oppenheimer"||"9/4/2014 5:55:00 PM"|"Annies Inc (NYSE: BNNY) rated to Outperform with price target $42 by Oppenheimer"|"Oppenheimer rated Annies Inc (NYSE: BNNY) to Outperform with price target $42. 
Rated Date: 9/4/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143512> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Oppenheimer rated Annies Inc (NYSE: BNNY) to Outperform with price target $42. <br />Rated Date: 9/4/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143512"">View article...</A></p></body></html>"
|"Compass Point"||"9/4/2014 5:55:00 PM"|"Independent Bank Corp. (NASDAQ: INDB) rated to Buy with price target $46 by Compass Point"|"Compass Point rated Independent Bank Corp. (NASDAQ: INDB) to Buy with price target $46
Rated Date: 9/4/2014 8:25:00 AM	


View article... <http://www.gainerstoday.com/article-143511> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Compass Point rated Independent Bank Corp. (NASDAQ: INDB) to Buy with price target $46<br />Rated Date: 9/4/2014 8:25:00 AM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143511"">View article...</A></p></body></html>"
|"Barclays"||"9/4/2014 9:55:00 PM"|"Iac/interactivecorp (NASDAQ: IACI) rated to Overweight with price target $87 by Barclays"|"Barclays rated Iac/interactivecorp (NASDAQ: IACI) to Overweight with price target $87 with today's price of $73.06. 
Rated Date: 9/4/2014 12:25:00 PM	


View article... <http://www.gainerstoday.com/article-143526> 

"|"<html><head><base href=""http://feeds.feedburner.com/GainerstodayNewCoverages?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td>Barclays rated Iac/interactivecorp (NASDAQ: IACI) to Overweight with price target $87 with today's price of $73.06. <br />Rated Date: 9/4/2014 12:25:00 PM</td></tr></table><p><BR/><A HREF=""http://www.gainerstoday.com/article-143526"">View article...</A></p></body></html>"
